"drug1_id","drug1_name","condition_id","condition_name","drug2_id","drug2_name","scores"
"DB01002","Levobupivacaine","D048949","labor pain","DB00708","Sufentanil",0.329700767993927
"DB06151","Acetylcysteine","D064420","toxicity, drug","DB01234","Dexamethasone",0.675410568714142
"DB06151","Acetylcysteine","D064420","toxicity, drug","DB00860","Prednisolone",0.214027732610703
"DB06151","Acetylcysteine","D064420","toxicity, drug","DB08826","Deferiprone",0.199760898947716
"DB01611","Hydroxychloroquine","D008171","diseases, lung","DB14761","Remdesivir",0.978617548942566
"DB01611","Hydroxychloroquine","D008171","diseases, lung","DB09019","Bromhexine",0.932185411453247
"DB01611","Hydroxychloroquine","D008171","diseases, lung","DB00207","Azithromycin",0.822762548923492
"DB09099","Somatostatin","D008103","liver cirrhosis","DB00104","Octreotide",0.688223421573639
"DB01060","Amoxicillin","D005889","gingival recession","DB00878","Chlorhexidine",0.851597487926483
"DB01151","Desipramine","D005767","gastrointestinal diseases","DB00181","Baclofen",0.803609788417816
"DB01032","Probenecid","D007251","influenza","DB00198","Oseltamivir",0.8155437707901
"DB01167","Itraconazole","D014376","tuberculosis","DB00857","Terbinafine",0.231217801570892
"DB08930","Dolutegravir","D055985","latent tuberculosis","DB01201","Rifapentine",0.751871526241302
"DB00264","Metoprolol","D008103","liver cirrhosis","DB00343","Diltiazem",0.196603700518608
"DB00264","Metoprolol","D005355","fibrosis","DB00343","Diltiazem",0.155398547649384
"DB00683","Midazolam","D005355","fibrosis","DB00813","Fentanyl",0.531838297843933
"DB00683","Midazolam","D005355","fibrosis","DB00818","Propofol",0.309482991695404
"DB01590","Everolimus","D001941","breast diseases","DB01006","Letrozole",0.821720361709595
"DB01590","Everolimus","D001941","breast diseases","DB11793","Niraparib",0.797255396842957
"DB01590","Everolimus","D001941","breast diseases","DB00990","Exemestane",0.789408981800079
"DB01259","Lapatinib","D001941","breast diseases","DB00958","Carboplatin",0.870981395244598
"DB01259","Lapatinib","D001941","breast diseases","DB00072","Trastuzumab",0.848941922187805
"DB01259","Lapatinib","D001941","breast diseases","DB01101","Capecitabine",0.83988893032074
"DB08931","Riociguat","D014652","vascular diseases","DB00203","Sildenafil",0.810764253139496
"DB00724","Imiquimod","D000230","adenocarcinoma","DB00531","Cyclophosphamide",0.621992707252502
"DB00724","Imiquimod","D000230","adenocarcinoma","DB00020","Sargramostim",0.512104451656342
"DB00724","Imiquimod","D000230","adenocarcinoma","DB00544","Fluorouracil",0.497507184743881
"DB00601","Linezolid","D005355","fibrosis","DB14879","Cefiderocol",0.19166898727417
"DB00811","Ribavirin","D005234","fatty liver","DB00022","Peginterferon alfa-2b",0.250430554151535
"DB00811","Ribavirin","D005234","fatty liver","DB09027","Ledipasvir",0.155428931117058
"DB00811","Ribavirin","D005234","fatty liver","DB01132","Pioglitazone",0.129093080759048
"DB01262","Decitabine","D011693","purpura","DB01234","Dexamethasone",0.660700023174286
"DB01262","Decitabine","D011696","purpura, thrombocytopenic","DB01234","Dexamethasone",0.718500971794128
"DB01248","Docetaxel","D014516","ureteral neoplasms","DB09037","Pembrolizumab",0.529461145401001
"DB00201","Caffeine","D012140","respiratory tract diseases","DB00514","Dextromethorphan",0.781346499919891
"DB00201","Caffeine","D012120","respiration disorders","DB00514","Dextromethorphan",0.738521158695221
"DB00927","Famotidine","D058186","kidney failure, acute","DB00819","Acetazolamide",0.167393252253532
"DB00927","Famotidine","D014947","wounds","DB00482","Celecoxib",0.125403463840485
"DB00331","Metformin","D002908","disease, chronic","DB00987","Cytarabine",0.826517403125763
"DB00331","Metformin","D002908","disease, chronic","DB01132","Pioglitazone",0.599646091461182
"DB00331","Metformin","D002908","disease, chronic","DB00060","Interferon beta-1a",0.592817962169647
"DB01222","Budesonide","D012131","respiratory insufficiency","DB00983","Formoterol",0.868378162384033
"DB01222","Budesonide","D012131","respiratory insufficiency","DB00471","Montelukast",0.673542857170105
"DB01222","Budesonide","D012131","respiratory insufficiency","DB00972","Azelastine",0.144978687167168
"DB00983","Formoterol","D011014","pneumonia","DB01222","Budesonide",0.691922545433044
"DB00983","Formoterol","D012131","respiratory insufficiency","DB01222","Budesonide",0.868378162384033
"DB00302","Tranexamic acid","D002277","carcinoma","DB00367","Levonorgestrel",0.115062050521374
"DB00380","Dexrazoxane","D009369","malignant neoplasms","DB00997","Doxorubicin",0.818844795227051
"DB00958","Carboplatin","D014571","urologic neoplasms","DB00112","Bevacizumab",0.740281522274017
"DB00958","Carboplatin","D014571","urologic neoplasms","DB00441","Gemcitabine",0.737057685852051
"DB00958","Carboplatin","D014571","urologic neoplasms","DB00928","Azacitidine",0.729004323482513
"DB00541","Vincristine","D012751","sezary syndrome","DB00877","Sirolimus",0.163976043462753
"DB00928","Azacitidine","D007674","kidney diseases","DB00112","Bevacizumab",0.502000749111176
"DB00928","Azacitidine","D007674","kidney diseases","DB00958","Carboplatin",0.409246146678925
"DB00928","Azacitidine","D007674","kidney diseases","DB01229","Paclitaxel",0.154562816023827
"DB00072","Trastuzumab","D008545","melanoma","DB06366","Pertuzumab",0.334604859352112
"DB01016","Glyburide","D006331","heart diseases","DB06292","Dapagliflozin",0.68943190574646
"DB01016","Glyburide","D006331","heart diseases","DB00482","Celecoxib",0.627389430999756
"DB04876","Vildagliptin","D009765","obesity","DB01197","Captopril",0.156973198056221
"DB00302","Tranexamic acid","D001168","arthritis","DB06228","Rivaroxaban",0.818892061710358
"DB00175","Pravastatin","D007674","kidney diseases","DB09154","Sodium citrate",0.881764829158783
"DB01101","Capecitabine","D001859","neoplasms, bone","DB09078","Lenvatinib",0.670987963676453
"DB00997","Doxorubicin","D018450","disease exacerbation","DB00398","Sorafenib",0.260468780994415
"DB00398","Sorafenib","D018450","disease exacerbation","DB00997","Doxorubicin",0.260468780994415
"DB01229","Paclitaxel","D018287","carcinoma, large cell","DB00958","Carboplatin",0.812063038349152
"DB00958","Carboplatin","D018287","carcinoma, large cell","DB01229","Paclitaxel",0.812063038349152
"DB11760","Talazoparib","D018358","neuroendocrine tumors","DB09035","Nivolumab",0.761357486248016
"DB00426","Famciclovir","D007239","infection","DB00996","Gabapentin",0.944031596183777
"DB09052","Blinatumomab","D015470","leukemia, myelocytic, acute","DB12597","Asciminib",0.694611608982086
"DB09052","Blinatumomab","D019337","hematopoietic neoplasms","DB00563","Methotrexate",0.116031989455223
"DB09052","Blinatumomab","D009190","hematopoetic myelodysplasia","DB12597","Asciminib",0.336208045482635
"DB09052","Blinatumomab","D009190","hematopoetic myelodysplasia","DB01234","Dexamethasone",0.123193554580212
"DB00853","Temozolomide","D001927","brain diseases","DB06809","Plerixafor",0.881134808063507
"DB00853","Temozolomide","D001927","brain diseases","DB00530","Erlotinib",0.840568602085114
"DB00853","Temozolomide","D001927","brain diseases","DB00112","Bevacizumab",0.831614136695862
"DB01259","Lapatinib","D001927","brain diseases","DB01101","Capecitabine",0.832924365997314
"DB01259","Lapatinib","D001927","brain diseases","DB00853","Temozolomide",0.810327529907227
"DB01259","Lapatinib","D001927","brain diseases","DB00072","Trastuzumab",0.809451937675476
"DB00709","Lamivudine","D006679","hiv seropositivity","DB06817","Raltegravir",0.654762446880341
"DB06817","Raltegravir","D006679","hiv seropositivity","DB00709","Lamivudine",0.654762446880341
"DB15463","Belzutifan","D007680","kidney neoplasm","DB09073","Palbociclib",0.987552404403687
"DB15463","Belzutifan","D007680","kidney neoplasm","DB09078","Lenvatinib",0.977373123168945
"DB01099","Flucytosine","D007239","infection","DB00681","Amphotericin B",0.923264861106873
"DB01099","Flucytosine","D007239","infection","DB00196","Fluconazole",0.803820490837097
"DB00916","Metronidazole","D065666","mesenteric venous thrombosis","DB00798","Gentamicin",0.818014740943909
"DB00916","Metronidazole","D007511","ischemia","DB00798","Gentamicin",0.625414490699768
"DB00798","Gentamicin","D065666","mesenteric venous thrombosis","DB00916","Metronidazole",0.818014740943909
"DB00798","Gentamicin","D007511","ischemia","DB00916","Metronidazole",0.625414490699768
"DB01212","Ceftriaxone","D000292","adnexitis","DB00254","Doxycycline",0.697702288627625
"DB01212","Ceftriaxone","D034161","pelvic infection","DB00254","Doxycycline",0.742756068706512
"DB00331","Metformin","D000013","congenital abnormality","DB00882","Clomifene",0.686013221740723
"DB00331","Metformin","D000013","congenital abnormality","DB04876","Vildagliptin",0.66852992773056
"DB00331","Metformin","D000013","congenital abnormality","DB00363","Clozapine",0.665407598018646
"DB00211","Midodrine","D007010","hyponatremia","DB06212","Tolvaptan",0.695162713527679
"DB00745","Modafinil","D054972","postural orthostatic tachycardia syndrome","DB00571","Propranolol",0.853431761264801
"DB05578","Ramucirumab","D002276","carcinoid tumor","DB00104","Octreotide",0.4893978536129
"DB00104","Octreotide","D008223","lymphoma","DB01073","Fludarabine",0.835334002971649
"DB00104","Octreotide","D008228","reticulosarcoma","DB01073","Fludarabine",0.777131617069244
"DB00497","Oxycodone","D006810","humeral fractures","DB00316","Acetaminophen",0.768502771854401
"DB09035","Nivolumab","D013959","thyroid diseases","DB06186","Ipilimumab",0.62976598739624
"DB09035","Nivolumab","D013959","thyroid diseases","DB09078","Lenvatinib",0.432402998209
"DB06186","Ipilimumab","D013959","thyroid diseases","DB09035","Nivolumab",0.62976598739624
"DB00188","Bortezomib","D001932","brain neoplasms","DB02546","Vorinostat",0.680303931236267
"DB00188","Bortezomib","D001932","brain neoplasms","DB00853","Temozolomide",0.116950370371342
"DB00188","Bortezomib","D009423","nervous system neoplasms","DB02546","Vorinostat",0.829322993755341
"DB00188","Bortezomib","D009423","nervous system neoplasms","DB00853","Temozolomide",0.60392439365387
"DB00188","Bortezomib","D016543","central nervous system neoplasms","DB02546","Vorinostat",0.791446030139923
"DB00188","Bortezomib","D016543","central nervous system neoplasms","DB00853","Temozolomide",0.490497499704361
"DB00898","Ethanol","D019973","alcohol related disorders","DB00602","Ivermectin",0.909942388534546
"DB00898","Ethanol","D019973","alcohol related disorders","DB06151","Acetylcysteine",0.908873200416565
"DB00898","Ethanol","D019973","alcohol related disorders","DB00470","Dronabinol",0.868255138397217
"DB06186","Ipilimumab","D006689","hodgkin disease","DB09035","Nivolumab",0.615403473377228
"DB06186","Ipilimumab","D009373","embryonal neoplasm","DB00022","Peginterferon alfa-2b",0.960129678249359
"DB06186","Ipilimumab","D009373","embryonal neoplasm","DB14851","Relatlimab",0.95665717124939
"DB06186","Ipilimumab","D009373","embryonal neoplasm","DB00851","Dacarbazine",0.950541138648987
"DB01212","Ceftriaxone","D014946","wound infection","DB00916","Metronidazole",0.750716328620911
"DB01221","Ketamine","D059445","anhedonia","DB00683","Midazolam",0.742710292339325
"DB00683","Midazolam","D008171","diseases, lung","DB00813","Fentanyl",0.647299289703369
"DB00683","Midazolam","D008171","diseases, lung","DB00818","Propofol",0.600636422634125
"DB00683","Midazolam","D008171","diseases, lung","DB00633","Dexmedetomidine",0.103457592427731
"DB00635","Prednisone","D011024","pneumonia, viral","DB01394","Colchicine",0.870401442050934
"DB00635","Prednisone","D011024","pneumonia, viral","DB00741","Hydrocortisone",0.743561506271362
"DB00305","Mitomycin","D010997","pleural neoplasms","DB00965","Ethiodized oil",0.847896933555603
"DB00305","Mitomycin","D008479","mediastinal neoplasms","DB00965","Ethiodized oil",0.818891644477844
"DB00965","Ethiodized oil","D002289","non-small cell lung carcinoma","DB00305","Mitomycin",0.848922073841095
"DB00965","Ethiodized oil","D002289","non-small cell lung carcinoma","DB00707","Porfimer sodium",0.767743587493896
"DB00965","Ethiodized oil","D010997","pleural neoplasms","DB00305","Mitomycin",0.847896933555603
"DB00965","Ethiodized oil","D008479","mediastinal neoplasms","DB00305","Mitomycin",0.818891644477844
"DB06643","Denosumab","D008545","melanoma","DB09035","Nivolumab",0.835226535797119
"DB01267","Paliperidone","D000090663","schizophrenia, treatment-resistant","DB01238","Aripiprazole",0.944621920585632
"DB01204","Mitoxantrone","D009196","myeloproliferative disorders","DB00987","Cytarabine",0.755259990692139
"DB01033","Mercaptopurine","D007951","leukemia, monocytic, chronic","DB11581","Venetoclax",0.840492606163025
"DB01033","Mercaptopurine","D015470","leukemia, myelocytic, acute","DB11581","Venetoclax",0.794100522994995
"DB00112","Bevacizumab","D018231","leiomyomatosis","DB00530","Erlotinib",0.765542566776276
"DB00112","Bevacizumab","D009386","neoplastic syndromes, hereditary","DB00530","Erlotinib",0.673609375953674
"DB00112","Bevacizumab","D014594","uterine neoplasms","DB11793","Niraparib",0.766503512859344
"DB00112","Bevacizumab","D014594","uterine neoplasms","DB12332","Rucaparib",0.765959858894348
"DB00112","Bevacizumab","D014594","uterine neoplasms","DB00958","Carboplatin",0.720047354698181
"DB00530","Erlotinib","D018231","leiomyomatosis","DB00112","Bevacizumab",0.765542566776276
"DB00530","Erlotinib","D009386","neoplastic syndromes, hereditary","DB00605","Sulindac",0.780724883079529
"DB00530","Erlotinib","D009386","neoplastic syndromes, hereditary","DB06366","Pertuzumab",0.700195729732513
"DB00530","Erlotinib","D009386","neoplastic syndromes, hereditary","DB00112","Bevacizumab",0.673609375953674
"DB00530","Erlotinib","D012878","cancer of skin","DB00853","Temozolomide",0.1623445302248
"DB00530","Erlotinib","D012878","cancer of skin","DB00112","Bevacizumab",0.147826671600342
"DB00530","Erlotinib","D014594","uterine neoplasms","DB00515","Cisplatin",0.751312613487244
"DB00530","Erlotinib","D014594","uterine neoplasms","DB00112","Bevacizumab",0.659137189388275
"DB00530","Erlotinib","D014594","uterine neoplasms","DB01030","Topotecan",0.184291213750839
"DB01234","Dexamethasone","D064420","toxicity, drug","DB06151","Acetylcysteine",0.675410568714142
"DB01234","Dexamethasone","D064420","toxicity, drug","DB00959","Methylprednisolone",0.205386117100716
"DB01234","Dexamethasone","D064420","toxicity, drug","DB00331","Metformin",0.171771422028542
"DB00741","Hydrocortisone","D064420","toxicity, drug","DB00091","Cyclosporine",0.106635294854641
"DB00807","Proparacaine","D009325","nausea","DB00316","Acetaminophen",0.743116557598114
"DB00807","Proparacaine","D014839","vomiting","DB00316","Acetaminophen",0.760047793388367
"DB00807","Proparacaine","D020250","postoperative nausea","DB00316","Acetaminophen",0.600928008556366
"DB01409","Tiotropium","D012131","respiratory insufficiency","DB00938","Salmeterol",0.452457845211029
"DB00938","Salmeterol","D012131","respiratory insufficiency","DB01409","Tiotropium",0.452457845211029
"DB01234","Dexamethasone","D011041","poisoning","DB00641","Simvastatin",0.356592029333115
"DB01234","Dexamethasone","D011041","poisoning","DB06151","Acetylcysteine",0.16229709982872
"DB01234","Dexamethasone","D011041","poisoning","DB00465","Ketorolac",0.148174464702606
"DB01234","Dexamethasone","Q000506","poisoning","DB00959","Methylprednisolone",0.766875147819519
"DB01234","Dexamethasone","Q000506","poisoning","DB00641","Simvastatin",0.639297902584076
"DB01234","Dexamethasone","Q000506","poisoning","DB00443","Betamethasone",0.427230656147003
"DB01197","Captopril","D009362","neoplasm metastasis","DB00530","Erlotinib",0.132528245449066
"DB09073","Palbociclib","D020522","lymphoma, lymphocytic, intermediate","DB00188","Bortezomib",0.528347849845886
"DB00958","Carboplatin","D010049","ovarian diseases","DB12489","Mirvetuximab soravtansine",0.914436519145966
"DB00958","Carboplatin","D010049","ovarian diseases","DB00020","Sargramostim",0.879620373249054
"DB00958","Carboplatin","D010049","ovarian diseases","DB01262","Decitabine",0.845000147819519
"DB00441","Gemcitabine","D010049","ovarian diseases","DB00515","Cisplatin",0.781800329685211
"DB00441","Gemcitabine","D010049","ovarian diseases","DB00958","Carboplatin",0.773367822170258
"DB00441","Gemcitabine","D010049","ovarian diseases","DB01030","Topotecan",0.669706761837006
"DB00997","Doxorubicin","D010049","ovarian diseases","DB00112","Bevacizumab",0.7335045337677
"DB00997","Doxorubicin","D010049","ovarian diseases","DB09037","Pembrolizumab",0.600726127624512
"DB00997","Doxorubicin","D010049","ovarian diseases","DB00515","Cisplatin",0.227580577135086
"DB00009","Alteplase","D002561","cerebrovascular disorders","DB00031","Tenecteplase",0.897848188877106
"DB00009","Alteplase","D002561","cerebrovascular disorders","DB00063","Eptifibatide",0.857480108737946
"DB00009","Alteplase","D002561","cerebrovascular disorders","DB00278","Argatroban",0.791667878627777
"DB00186","Lorazepam","D009369","malignant neoplasms","DB00502","Haloperidol",0.790950357913971
"DB00186","Lorazepam","D009369","malignant neoplasms","DB01069","Promethazine",0.498716086149216
"DB00186","Lorazepam","D009369","malignant neoplasms","DB00181","Baclofen",0.390541613101959
"DB00186","Lorazepam","D012008","relapse","DB00502","Haloperidol",0.802313029766083
"DB01006","Letrozole","D006258","head and neck neoplasms","DB09073","Palbociclib",0.278094559907913
"DB01006","Letrozole","D006258","head and neck neoplasms","DB00399","Zoledronic acid",0.191767752170563
"DB01006","Letrozole","D006258","head and neck neoplasms","DB01590","Everolimus",0.123627550899982
"DB00947","Fulvestrant","D006258","head and neck neoplasms","DB09073","Palbociclib",0.295712381601334
"DB00947","Fulvestrant","D006258","head and neck neoplasms","DB01217","Anastrozole",0.10297442227602
"DB00928","Azacitidine","D054066","leukemia, large granular lymphocytic","DB00188","Bortezomib",0.795129299163818
"DB14707","Cemiplimab","D005909","glioblastoma","DB08885","Aflibercept",0.1018340960145
"DB12141","Gilteritinib","D008175","lung neoplasms","DB00530","Erlotinib",0.892213940620422
"DB12141","Gilteritinib","D002289","non-small cell lung carcinoma","DB00530","Erlotinib",0.817829072475433
"DB00207","Azithromycin","D009748","nutrition disorders","DB00518","Albendazole",0.799892723560333
"DB00207","Azithromycin","D009748","nutrition disorders","DB01327","Cefazolin",0.653216242790222
"DB00207","Azithromycin","D009748","nutrition disorders","DB01212","Ceftriaxone",0.128601774573326
"DB00205","Pyrimethamine","D009748","nutrition disorders","DB01299","Sulfadoxine",0.883536279201508
"DB01299","Sulfadoxine","D009748","nutrition disorders","DB00205","Pyrimethamine",0.883536279201508
"DB00518","Albendazole","D009748","nutrition disorders","DB00207","Azithromycin",0.799892723560333
"DB00750","Prilocaine","D009209","myofascial pain syndromes","DB00281","Lidocaine",0.106708504259586
"DB11575","Grazoprevir","D003141","communicable diseases","DB00811","Ribavirin",0.864964127540588
"DB00526","Oxaliplatin","D008224","lymphoma, follicular","DB00773","Etoposide",0.390902698040009
"DB00526","Oxaliplatin","D018442","mucosa-associated lymphoid tissue lymphoma","DB00773","Etoposide",0.396091431379318
"DB01268","Sunitinib","D013899","thoracic neoplasms","DB01248","Docetaxel",0.880921244621277
"DB01268","Sunitinib","D013899","thoracic neoplasms","DB00530","Erlotinib",0.868032872676849
"DB00608","Chloroquine","D005955","deficiency of glucose 6 phosphate dehydrogenase","DB01087","Primaquine",0.61811351776123
"DB00338","Omeprazole","D013276","ulcer, gastric","DB00736","Esomeprazole",0.702076077461243
"DB01166","Cilostazol","D006331","heart diseases","DB00758","Clopidogrel",0.737356185913086
"DB01599","Probucol","D006331","heart diseases","DB00177","Valsartan",0.718251764774323
"DB00619","Imatinib","D001168","arthritis","DB00563","Methotrexate",0.805466175079346
"DB00619","Imatinib","D001172","rheumatoid arthritis","DB00563","Methotrexate",0.351552665233612
"DB01598","Imipenem","D003550","cystic fibrosis","DB01597","Cilastatin",0.269576072692871
"DB01597","Cilastatin","D003550","cystic fibrosis","DB01598","Imipenem",0.269576072692871
"DB01590","Everolimus","D010051","neoplasm, ovarian","DB01006","Letrozole",0.695312440395355
"DB01590","Everolimus","D010051","neoplasm, ovarian","DB01611","Hydroxychloroquine",0.136267393827438
"DB00327","Hydromorphone","D008107","diseases, liver","DB00316","Acetaminophen",0.264186412096024
"DB00335","Atenolol","D007022","hypotension","DB06262","Droxidopa",0.389588117599487
"DB03619","Deoxycholic acid","D002177","candidiasis","DB00681","Amphotericin B",0.836742401123047
"DB00459","Acitretin","D008545","melanoma","DB08881","Vemurafenib",0.884186327457428
"DB00105","Interferon alfa-2b","D005770","gastrointestinal neoplasms","DB00482","Celecoxib",0.667028307914734
"DB00022","Peginterferon alfa-2b","D009369","malignant neoplasms","DB06186","Ipilimumab",0.904359757900238
"DB00022","Peginterferon alfa-2b","D009369","malignant neoplasms","DB00853","Temozolomide",0.844105064868927
"DB00022","Peginterferon alfa-2b","D009369","malignant neoplasms","DB09037","Pembrolizumab",0.832290709018707
"DB01075","Diphenhydramine","D009437","neuralgia","DB01233","Metoclopramide",0.420372754335403
"DB00860","Prednisolone","D012135","pleural rub","DB00207","Azithromycin",0.675055503845215
"DB01248","Docetaxel","D009382","neoplasms, unknown primary","DB00530","Erlotinib",0.806187391281128
"DB00331","Metformin","D000544","alzheimer's disease","DB01132","Pioglitazone",0.197345733642578
"DB01263","Posaconazole","D019337","hematopoietic neoplasms","DB00196","Fluconazole",0.119135081768036
"DB00512","Vancomycin","D002318","cardiovascular diseases","DB00684","Tobramycin",0.41039502620697
"DB00537","Ciprofloxacin","D002318","cardiovascular diseases","DB00254","Doxycycline",0.758789718151093
"DB00537","Ciprofloxacin","D002318","cardiovascular diseases","DB01165","Ofloxacin",0.757072567939758
"DB00537","Ciprofloxacin","D002318","cardiovascular diseases","DB00916","Metronidazole",0.401725620031357
"DB09037","Pembrolizumab","D007818","laryngeal diseases","DB00515","Cisplatin",0.69886976480484
"DB00928","Azacitidine","D001752","blast phase","DB08901","Ponatinib",0.606880605220795
"DB00928","Azacitidine","D001752","blast phase","DB05015","Belinostat",0.406150460243225
"DB00112","Bevacizumab","D006973","blood pressure, high","DB03128","Acetylcholine",0.35935190320015
"DB00316","Acetaminophen","D012640","jacksonian seizure","DB01050","Ibuprofen",0.334130525588989
"DB01050","Ibuprofen","D012640","jacksonian seizure","DB00316","Acetaminophen",0.334130525588989
"DB08870","Brentuximab vedotin","D008232","lymphoproliferative disorders","DB00480","Lenalidomide",0.890327394008636
"DB09078","Lenvatinib","D005185","fallopian tube neoplasms","DB09037","Pembrolizumab",0.170261263847351
"DB00381","Amlodipine","D001281","atrial fibrillation","DB00966","Telmisartan",0.543074727058411
"DB00381","Amlodipine","D001281","atrial fibrillation","DB01076","Atorvastatin",0.314213573932648
"DB00381","Amlodipine","D001281","atrial fibrillation","DB04861","Nebivolol",0.258126139640808
"DB00073","Rituximab","D051436","chronic kidney insufficiency","DB08879","Belimumab",0.136464774608612
"DB09078","Lenvatinib","D004701","endocrine gland neoplasms","DB09037","Pembrolizumab",0.890749752521515
"DB09078","Lenvatinib","D004701","endocrine gland neoplasms","DB01101","Capecitabine",0.848428547382355
"DB09078","Lenvatinib","D004701","endocrine gland neoplasms","DB00398","Sorafenib",0.793855845928192
"DB00531","Cyclophosphamide","D004067","digestive system neoplasms","DB01073","Fludarabine",0.893843352794647
"DB00531","Cyclophosphamide","D004067","digestive system neoplasms","DB00552","Pentostatin",0.810042321681976
"DB00531","Cyclophosphamide","D004067","digestive system neoplasms","DB00482","Celecoxib",0.797264933586121
"DB01060","Amoxicillin","D002764","cholecystitis","DB00766","Clavulanic acid",0.845312535762787
"DB01060","Amoxicillin","D042101","acalculous cholecystitis","DB00766","Clavulanic acid",0.727124452590942
"DB00766","Clavulanic acid","D002764","cholecystitis","DB01060","Amoxicillin",0.845312535762787
"DB00766","Clavulanic acid","D042101","acalculous cholecystitis","DB01060","Amoxicillin",0.727124452590942
"DB08439","Parecoxib","D011183","postoperative complications","DB00482","Celecoxib",0.85846996307373
"DB01229","Paclitaxel","D052016","mucositis","DB00958","Carboplatin",0.306504458189011
"DB01229","Paclitaxel","D014987","xerostomia","DB00958","Carboplatin",0.570805132389069
"DB00958","Carboplatin","D052016","mucositis","DB01229","Paclitaxel",0.306504458189011
"DB00958","Carboplatin","D014987","xerostomia","DB01229","Paclitaxel",0.570805132389069
"DB00624","Testosterone","D009765","obesity","DB00014","Goserelin",0.270455002784729
"DB00982","Isotretinoin","D009181","mycoses","DB01167","Itraconazole",0.872589826583862
"DB00982","Isotretinoin","D009181","mycoses","DB00857","Terbinafine",0.798762619495392
"DB00982","Isotretinoin","D009181","mycoses","DB00105","Interferon alfa-2b",0.785346567630768
"DB00982","Isotretinoin","D016393","b-cell lymphomas","DB02546","Vorinostat",0.7963907122612
"DB00982","Isotretinoin","D006689","hodgkin disease","DB02546","Vorinostat",0.600270509719849
"DB00982","Isotretinoin","D006689","hodgkin disease","DB00105","Interferon alfa-2b",0.197330519556999
"DB00982","Isotretinoin","D016399","t-cell lymphoma","DB00105","Interferon alfa-2b",0.839889347553253
"DB00982","Isotretinoin","D016399","t-cell lymphoma","DB02546","Vorinostat",0.389286518096924
"DB00982","Isotretinoin","D015451","chronic lymphocytic leukemia","DB02546","Vorinostat",0.513745605945587
"DB00982","Isotretinoin","D009182","mycosis fungoides","DB00105","Interferon alfa-2b",0.745021224021912
"DB00982","Isotretinoin","D016410","lymphoma, t-cell, cutaneous","DB00105","Interferon alfa-2b",0.796931505203247
"DB12489","Mirvetuximab soravtansine","D002277","carcinoma","DB00958","Carboplatin",0.88291209936142
"DB12489","Mirvetuximab soravtansine","D002277","carcinoma","DB09037","Pembrolizumab",0.852945685386658
"DB12489","Mirvetuximab soravtansine","D002277","carcinoma","DB00112","Bevacizumab",0.852355539798737
"DB00537","Ciprofloxacin","D007710","klebsiella infections","DB00254","Doxycycline",0.686759293079376
"DB01212","Ceftriaxone","D007710","klebsiella infections","DB00303","Ertapenem",0.750008344650269
"DB00303","Ertapenem","D000038","abscess","DB01212","Ceftriaxone",0.81810849905014
"DB00303","Ertapenem","D008100","liver abscess","DB01212","Ceftriaxone",0.705883324146271
"DB00303","Ertapenem","D046290","liver abscess, pyogenic","DB01212","Ceftriaxone",0.650903165340424
"DB09034","Suvorexant","D003866","depression, endogenous","DB00898","Ethanol",0.158524885773659
"DB00749","Etodolac","D010051","neoplasm, ovarian","DB00571","Propranolol",0.824634373188019
"DB00749","Etodolac","D000077216","carcinoma, ovarian epithelial","DB00571","Propranolol",0.838927745819092
"DB01394","Colchicine","D009101","multiple myeloma","DB00480","Lenalidomide",0.744601488113403
"DB01394","Colchicine","D054219","plasma cell neoplasm","DB00480","Lenalidomide",0.905496299266815
"DB00798","Gentamicin","D006069","gonorrhea","DB00207","Azithromycin",0.731029689311981
"DB00441","Gemcitabine","D002296","carcinosarcoma","DB00526","Oxaliplatin",0.6698317527771
"DB00441","Gemcitabine","D018200","mixed tumor, mullerian","DB00526","Oxaliplatin",0.604847431182861
"DB01229","Paclitaxel","D002051","burkitt lymphoma","DB00958","Carboplatin",0.747664988040924
"DB01229","Paclitaxel","D020522","lymphoma, lymphocytic, intermediate","DB00958","Carboplatin",0.712385237216949
"DB01229","Paclitaxel","D016399","t-cell lymphoma","DB00958","Carboplatin",0.661282598972321
"DB01229","Paclitaxel","D016411","peripheral t-cell lymphoma","DB00958","Carboplatin",0.656640529632568
"DB01229","Paclitaxel","D018442","mucosa-associated lymphoid tissue lymphoma","DB00958","Carboplatin",0.738305389881134
"DB01229","Paclitaxel","D054198","lymphoblastic leukemia, acute, childhood","DB00958","Carboplatin",0.487051784992218
"DB01229","Paclitaxel","D016400","immunoblastic large-cell lymphoma","DB00958","Carboplatin",0.801504373550415
"DB01229","Paclitaxel","D000069293","lymphoma, plasmablastic","DB00958","Carboplatin",0.807872414588928
"DB01229","Paclitaxel","D008258","waldenstrom macroglobulinemia","DB00958","Carboplatin",0.764999330043793
"DB01229","Paclitaxel","D008230","lymphomatoid granulomatosis","DB00958","Carboplatin",0.791766285896301
"DB01229","Paclitaxel","D054391","extranodal nk t cell lymphoma, nasal type","DB00958","Carboplatin",0.805195987224579
"DB01606","Tazobactam","D010185","pancreatic fistula","DB00319","Piperacillin",0.736690580844879
"DB01606","Tazobactam","D005402","fistula","DB00319","Piperacillin",0.754041612148285
"DB00319","Piperacillin","D010185","pancreatic fistula","DB01606","Tazobactam",0.736690580844879
"DB00319","Piperacillin","D005402","fistula","DB01606","Tazobactam",0.754041612148285
