"drug1_id","drug1_name","drug2_id","drug2_name","condition_id","condition_name","scores"
"DB00316","Acetaminophen","DB00295","Morphine","D009668","nose diseases",0.13966775
"DB00207","Azithromycin","DB01611","Hydroxychloroquine","D009668","nose diseases",0.13901268
"DB00497","Oxycodone","DB00295","Morphine","D009668","nose diseases",0.1251092
"DB00295","Morphine","DB00193","Tramadol","D009668","nose diseases",0.118149064
"DB00397","Phenylpropanolamine","DB01114","Chlorpheniramine","D009668","nose diseases",0.11138743
"DB00563","Methotrexate","DB00635","Prednisone","D004893","erythema nodosum",0.7211348
"DB00482","Celecoxib","DB06243","Eflornithine","D058739","aberrant crypt foci",0.18041457
"DB09026","Aliskiren","DB00335","Atenolol","D001017","coarctation, aortic",0.2303013
"DB01606","Tazobactam","DB00319","Piperacillin","D016920","meningitis, bacterial",0.45282635
"DB00635","Prednisone","DB00688","Mycophenolate mofetil","D020293","granulomatous angiitis",0.32701105
"DB00959","Methylprednisolone","DB00635","Prednisone","D020293","granulomatous angiitis",0.20131172
"DB00338","Omeprazole","DB00736","Esomeprazole","D000126","achlorhydria",0.14547014
"DB00338","Omeprazole","DB01167","Itraconazole","D000126","achlorhydria",0.11688361
"DB00762","Irinotecan","DB00853","Temozolomide","D004266","dna virus infections",0.6335895
"DB06674","Golimumab","DB00065","Infliximab","D004266","dna virus infections",0.633428
"DB00188","Bortezomib","DB00928","Azacitidine","D004266","dna virus infections",0.51966757
"DB00008","Peginterferon alfa-2a","DB00811","Ribavirin","D004266","dna virus infections",0.5097948
"DB00041","Aldesleukin","DB09274","Artesunate","D004266","dna virus infections",0.37294158
"DB00073","Rituximab","DB00480","Lenalidomide","D004266","dna virus infections",0.3240385
"DB00503","Ritonavir","DB01072","Atazanavir","D004266","dna virus infections",0.31764802
"DB00188","Bortezomib","DB00864","Tacrolimus","D004266","dna virus infections",0.24821572
"DB00503","Ritonavir","DB00932","Tipranavir","D004266","dna virus infections",0.2374281
"DB00060","Interferon beta-1a","DB11672","Curcumin","D004266","dna virus infections",0.23131232
"DB00860","Prednisolone","DB00688","Mycophenolate mofetil","D004266","dna virus infections",0.22090988
"DB00188","Bortezomib","DB06769","Bendamustine","D004266","dna virus infections",0.191414
"DB09037","Pembrolizumab","DB09053","Ibrutinib","D004266","dna virus infections",0.19008729
"DB06414","Etravirine","DB00109","Enfuvirtide","D004266","dna virus infections",0.18947378
"DB00709","Lamivudine","DB00649","Stavudine","D004266","dna virus infections",0.160613
"DB00860","Prednisolone","DB06372","Rilonacept","D004266","dna virus infections",0.14661054
"DB00877","Sirolimus","DB02709","Resveratrol","D004266","dna virus infections",0.14317662
"DB01073","Fludarabine","DB01008","Busulfan","D004266","dna virus infections",0.13917239
"DB00495","Zidovudine","DB00649","Stavudine","D004266","dna virus infections",0.116279274
"DB00709","Lamivudine","DB00495","Zidovudine","D004266","dna virus infections",0.107412964
"DB00188","Bortezomib","DB01262","Decitabine","D004266","dna virus infections",0.105791956
"DB00188","Bortezomib","DB06603","Panobinostat","D004266","dna virus infections",0.10177397
"DB11581","Venetoclax","DB09053","Ibrutinib","D014412","fibroma, shope",0.7053076
"DB00188","Bortezomib","DB00928","Azacitidine","D014412","fibroma, shope",0.6330586
"DB00480","Lenalidomide","DB00928","Azacitidine","D014412","fibroma, shope",0.45845544
"DB00441","Gemcitabine","DB00526","Oxaliplatin","D014412","fibroma, shope",0.45398536
"DB00877","Sirolimus","DB00864","Tacrolimus","D014412","fibroma, shope",0.33239418
"DB08934","Sofosbuvir","DB11613","Velpatasvir","D014412","fibroma, shope",0.30311722
"DB00709","Lamivudine","DB00442","Entecavir","D014412","fibroma, shope",0.28813916
"DB00008","Peginterferon alfa-2a","DB00022","Peginterferon alfa-2b","D014412","fibroma, shope",0.26619393
"DB00188","Bortezomib","DB06176","Romidepsin","D014412","fibroma, shope",0.2069619
"DB00188","Bortezomib","DB06603","Panobinostat","D014412","fibroma, shope",0.17636916
"DB00503","Ritonavir","DB01232","Saquinavir","D014412","fibroma, shope",0.1605547
"DB00188","Bortezomib","DB00480","Lenalidomide","D014412","fibroma, shope",0.13829924
"DB00188","Bortezomib","DB06769","Bendamustine","D014412","fibroma, shope",0.13300407
"DB00515","Cisplatin","DB00773","Etoposide","D014412","fibroma, shope",0.13062432
"DB01073","Fludarabine","DB01008","Busulfan","D014412","fibroma, shope",0.11008707
"DB00482","Celecoxib","DB00795","Sulfasalazine","D002357","cartilage diseases",0.13128923
"DB00635","Prednisone","DB00396","Progesterone","D000014","abnormalities, drug-induced",0.16589786
"DB00297","Bupivacaine","DB00296","Ropivacaine","D010468","perceptual disorders",0.6538969
"DB00296","Ropivacaine","DB00633","Dexmedetomidine","D010468","perceptual disorders",0.6189453
"DB00813","Fentanyl","DB00296","Ropivacaine","D010468","perceptual disorders",0.57461077
"DB00296","Ropivacaine","DB00295","Morphine","D010468","perceptual disorders",0.50187105
"DB01221","Ketamine","DB00704","Naltrexone","D010468","perceptual disorders",0.4714816
"DB00316","Acetaminophen","DB00712","Flurbiprofen","D010468","perceptual disorders",0.38811064
"DB01221","Ketamine","DB00683","Midazolam","D010468","perceptual disorders",0.21384184
"DB00316","Acetaminophen","DB00465","Ketorolac","D010468","perceptual disorders",0.20154493
"DB00296","Ropivacaine","DB00899","Remifentanil","D010468","perceptual disorders",0.18175729
"DB00296","Ropivacaine","DB00575","Clonidine","D010468","perceptual disorders",0.17679936
"DB01221","Ketamine","DB00899","Remifentanil","D010468","perceptual disorders",0.12194043
"DB00813","Fentanyl","DB00295","Morphine","D010468","perceptual disorders",0.11112661
"DB00575","Clonidine","DB01002","Levobupivacaine","D010468","perceptual disorders",0.10646056
"DB01221","Ketamine","DB00633","Dexmedetomidine","D011832","injury, radiation",0.1568114
"DB04572","Thiotepa","DB01073","Fludarabine","D011832","injury, radiation",0.12504037
"DB00316","Acetaminophen","DB00465","Ketorolac","D020196","axonotmesis",0.59517
"DB00818","Propofol","DB00899","Remifentanil","D020196","axonotmesis",0.5165121
"DB00683","Midazolam","DB00818","Propofol","D020196","axonotmesis",0.33595014
"DB00813","Fentanyl","DB00683","Midazolam","D020196","axonotmesis",0.31526452
"DB00653","Magnesium sulfate","DB00297","Bupivacaine","D020196","axonotmesis",0.28311518
"DB00316","Acetaminophen","DB00956","Hydrocodone","D020196","axonotmesis",0.28153655
"DB00316","Acetaminophen","DB00193","Tramadol","D020196","axonotmesis",0.23107362
"DB00316","Acetaminophen","DB00497","Oxycodone","D020196","axonotmesis",0.1598741
"DB00396","Progesterone","DB00783","Estradiol","D020196","axonotmesis",0.15970749
"DB00996","Gabapentin","DB00316","Acetaminophen","D020196","axonotmesis",0.15842178
"DB00813","Fentanyl","DB00633","Dexmedetomidine","D020196","axonotmesis",0.14662525
"DB01221","Ketamine","DB00683","Midazolam","D020196","axonotmesis",0.12126797
"DB00653","Magnesium sulfate","DB00296","Ropivacaine","D020196","axonotmesis",0.10892653
"DB00989","Rivastigmine","DB00843","Donepezil","D020196","axonotmesis",0.104940966
"DB00860","Prednisolone","DB01137","Levofloxacin","D006956","hyperopia",0.19461538
"DB00254","Doxycycline","DB01029","Irbesartan","D012909","snake bites",0.27722007
"DB00264","Metoprolol","DB00343","Diltiazem","D012909","snake bites",0.11985241
"DB01118","Amiodarone","DB00264","Metoprolol","D012909","snake bites",0.105256625
"DB00563","Methotrexate","DB00635","Prednisone","D012872","skin diseases, vesiculobullous",0.58208376
"DB00860","Prednisolone","DB00993","Azathioprine","D012872","skin diseases, vesiculobullous",0.5492226
"DB00860","Prednisolone","DB00635","Prednisone","D012872","skin diseases, vesiculobullous",0.31905985
"DB00959","Methylprednisolone","DB00860","Prednisolone","D012872","skin diseases, vesiculobullous",0.28958887
"DB00860","Prednisolone","DB00443","Betamethasone","D012872","skin diseases, vesiculobullous",0.27844715
"DB00635","Prednisone","DB00741","Hydrocortisone","D007759","labyrinth diseases",0.3007216
"DB01005","Hydroxyurea","DB00819","Acetazolamide","D007759","labyrinth diseases",0.20195897
"DB00959","Methylprednisolone","DB01234","Dexamethasone","D007759","labyrinth diseases",0.18933216
"DB01137","Levofloxacin","DB00443","Betamethasone","D007759","labyrinth diseases",0.1163309
"DB00620","Triamcinolone","DB00281","Lidocaine","D007759","labyrinth diseases",0.10573901
"DB00860","Prednisolone","DB00877","Sirolimus","D015785","eye diseases, hereditary",0.61699176
"DB00563","Methotrexate","DB00860","Prednisolone","D015785","eye diseases, hereditary",0.29424924
"DB06151","Acetylcysteine","DB01273","Varenicline","D015785","eye diseases, hereditary",0.2149978
"DB00635","Prednisone","DB00073","Rituximab","D015785","eye diseases, hereditary",0.19484429
"DB06151","Acetylcysteine","DB04951","Pirfenidone","D015785","eye diseases, hereditary",0.16465598
"DB00635","Prednisone","DB00877","Sirolimus","D015785","eye diseases, hereditary",0.15468958
"DB06262","Droxidopa","DB00335","Atenolol","D015785","eye diseases, hereditary",0.1429853
"DB01085","Pilocarpine","DB00692","Phentolamine","D015785","eye diseases, hereditary",0.14054255
"DB00860","Prednisolone","DB01097","Leflunomide","D015785","eye diseases, hereditary",0.13484366
"DB00860","Prednisolone","DB00688","Mycophenolate mofetil","D015785","eye diseases, hereditary",0.12692593
"DB00437","Allopurinol","DB11560","Lesinurad","D000015","abnormalities, multiple",0.78034973
"DB01394","Colchicine","DB00437","Allopurinol","D000015","abnormalities, multiple",0.54362273
"DB01039","Fenofibrate","DB00641","Simvastatin","D000015","abnormalities, multiple",0.3454233
"DB00331","Metformin","DB01083","Orlistat","D000015","abnormalities, multiple",0.27890092
"DB00178","Ramipril","DB00612","Bisoprolol","D000015","abnormalities, multiple",0.22204065
"DB09026","Aliskiren","DB00999","Hydrochlorothiazide","D044343","overnutrition",0.8473011
"DB00381","Amlodipine","DB09026","Aliskiren","D044343","overnutrition",0.7974657
"DB00612","Bisoprolol","DB00264","Metoprolol","D044343","overnutrition",0.79322416
"DB00222","Glimepiride","DB00331","Metformin","D044343","overnutrition",0.7334633
"DB00046","Insulin lispro","DB00040","Glucagon","D044343","overnutrition",0.59844726
"DB06292","Dapagliflozin","DB09038","Empagliflozin","D044343","overnutrition",0.52561957
"DB01364","Ephedrine","DB09009","Articaine","D044343","overnutrition",0.47965994
"DB06724","Calcium carbonate","DB06410","Doxercalciferol","D044343","overnutrition",0.4566202
"DB00381","Amlodipine","DB04861","Nebivolol","D044343","overnutrition",0.3798748
"DB00178","Ramipril","DB00612","Bisoprolol","D044343","overnutrition",0.34663996
"DB06292","Dapagliflozin","DB01276","Exenatide","D044343","overnutrition",0.33287928
"DB09038","Empagliflozin","DB13928","Semaglutide","D044343","overnutrition",0.32730842
"DB06777","Chenodeoxycholic acid","DB00658","Sevelamer","D044343","overnutrition",0.30558828
"DB00222","Glimepiride","DB01276","Exenatide","D044343","overnutrition",0.3001538
"DB00107","Oxytocin","DB01364","Ephedrine","D044343","overnutrition",0.28625682
"DB00222","Glimepiride","DB06292","Dapagliflozin","D044343","overnutrition",0.2802032
"DB00046","Insulin lispro","DB00047","Insulin glargine","D044343","overnutrition",0.2726286
"DB00331","Metformin","DB01132","Pioglitazone","D044343","overnutrition",0.25594544
"DB00612","Bisoprolol","DB00722","Lisinopril","D044343","overnutrition",0.17720312
"DB00966","Telmisartan","DB00722","Lisinopril","D044343","overnutrition",0.14015482
"DB00381","Amlodipine","DB00966","Telmisartan","D044343","overnutrition",0.13599035
"DB00203","Sildenafil","DB00612","Bisoprolol","D044343","overnutrition",0.13168555
"DB00741","Hydrocortisone","DB00988","Dopamine","D044343","overnutrition",0.119615674
"DB00381","Amlodipine","DB00700","Eplerenone","D044343","overnutrition",0.118721314
"DB00331","Metformin","DB12713","Sotagliflozin","D044343","overnutrition",0.11557962
"DB09026","Aliskiren","DB00177","Valsartan","D044343","overnutrition",0.106777795
"DB00624","Testosterone","DB01216","Finasteride","D014564","urogenital abnormalities",0.8513041
"DB00635","Prednisone","DB00741","Hydrocortisone","D014564","urogenital abnormalities",0.7181726
"DB00396","Progesterone","DB00783","Estradiol","D014564","urogenital abnormalities",0.37429586
"DB00537","Ciprofloxacin","DB00254","Doxycycline","D014564","urogenital abnormalities",0.2726885
"DB00207","Azithromycin","DB00671","Cefixime","D014564","urogenital abnormalities",0.18216304
"DB00331","Metformin","DB00367","Levonorgestrel","D014564","urogenital abnormalities",0.13765162
"DB00207","Azithromycin","DB01327","Cefazolin","D014564","urogenital abnormalities",0.136059
"DB01050","Ibuprofen","DB00294","Etonogestrel","D014564","urogenital abnormalities",0.13489817
"DB03619","Deoxycholic acid","DB00681","Amphotericin B","D007897","leishmaniasis, mucocutaneous",0.44260404
"DB01141","Micafungin","DB12471","Ibrexafungerp","D007897","leishmaniasis, mucocutaneous",0.4099871
"DB01073","Fludarabine","DB01042","Melphalan","D063646","carcinogenesis",0.5977738
"DB02546","Vorinostat","DB00982","Isotretinoin","D063646","carcinogenesis",0.3024186
"DB00877","Sirolimus","DB00864","Tacrolimus","D063646","carcinogenesis",0.24332184
"DB00188","Bortezomib","DB02546","Vorinostat","D063646","carcinogenesis",0.21907328
"DB06151","Acetylcysteine","DB08826","Deferiprone","D063646","carcinogenesis",0.14362727
"DB06603","Panobinostat","DB00928","Azacitidine","D063646","carcinogenesis",0.11062689
"DB02546","Vorinostat","DB00928","Azacitidine","D063646","carcinogenesis",0.10324386
"DB00763","Methimazole","DB00550","Propylthiouracil","D020278","demyelinating autoimmune diseases, cns",0.91217345
"DB08880","Teriflunomide","DB00111","Daclizumab","D020278","demyelinating autoimmune diseases, cns",0.20180134
"DB00959","Methylprednisolone","DB00108","Natalizumab","D020278","demyelinating autoimmune diseases, cns",0.15961565
"DB00959","Methylprednisolone","DB00860","Prednisolone","D020278","demyelinating autoimmune diseases, cns",0.14852487
"DB00860","Prednisolone","DB01097","Leflunomide","D020278","demyelinating autoimmune diseases, cns",0.10656037
"DB00741","Hydrocortisone","DB00687","Fludrocortisone","D001848","bone diseases, developmental",0.15351449
"DB00520","Caspofungin","DB00582","Voriconazole","D008172","lung diseases, fungal",0.26368293
"DB00196","Fluconazole","DB00681","Amphotericin B","D008172","lung diseases, fungal",0.1902423
"DB06708","Lumefantrine","DB06697","Artemether","D014201","fasciolopsiasis",0.67610866
"DB09026","Aliskiren","DB00177","Valsartan","D006332","cardiomegaly",0.42188722
"DB00820","Tadalafil","DB08932","Macitentan","D006332","cardiomegaly",0.3009593
"DB09026","Aliskiren","DB00999","Hydrochlorothiazide","D006332","cardiomegaly",0.23712726
"DB00222","Glimepiride","DB00331","Metformin","D006332","cardiomegaly",0.20889483
"DB00489","Sotalol","DB00390","Digoxin","D006332","cardiomegaly",0.19685256
"DB00331","Metformin","DB01132","Pioglitazone","D006332","cardiomegaly",0.15147673
"DB00641","Simvastatin","DB01136","Carvedilol","D006332","cardiomegaly",0.13841496
"DB06605","Apixaban","DB06695","Dabigatran etexilate","D006332","cardiomegaly",0.13805465
"DB09026","Aliskiren","DB00178","Ramipril","D006332","cardiomegaly",0.121713795
"DB00177","Valsartan","DB01098","Rosuvastatin","D006332","cardiomegaly",0.11770934
"DB00997","Doxorubicin","DB00380","Dexrazoxane","D009386","neoplastic syndromes, hereditary",0.64780337
"DB00650","Leucovorin","DB00563","Methotrexate","D009386","neoplastic syndromes, hereditary",0.56388015
"DB01076","Atorvastatin","DB00641","Simvastatin","D009386","neoplastic syndromes, hereditary",0.2717447
"DB00688","Mycophenolate mofetil","DB00091","Cyclosporine","D009386","neoplastic syndromes, hereditary",0.25013983
"DB01076","Atorvastatin","DB00331","Metformin","D009386","neoplastic syndromes, hereditary",0.20459704
"DB00531","Cyclophosphamide","DB00997","Doxorubicin","D009386","neoplastic syndromes, hereditary",0.20214157
"DB00773","Etoposide","DB00997","Doxorubicin","D009386","neoplastic syndromes, hereditary",0.14388494
"DB09037","Pembrolizumab","DB09078","Lenvatinib","D009386","neoplastic syndromes, hereditary",0.12710926
"DB00531","Cyclophosphamide","DB01008","Busulfan","D009386","neoplastic syndromes, hereditary",0.12583168
"DB01590","Everolimus","DB08911","Trametinib","D009386","neoplastic syndromes, hereditary",0.12061463
"DB00650","Leucovorin","DB00205","Pyrimethamine","D009386","neoplastic syndromes, hereditary",0.11989459
"DB09035","Nivolumab","DB09037","Pembrolizumab","D009386","neoplastic syndromes, hereditary",0.11361094
"DB00958","Carboplatin","DB01229","Paclitaxel","D009386","neoplastic syndromes, hereditary",0.11259777
"DB00072","Trastuzumab","DB06366","Pertuzumab","D009386","neoplastic syndromes, hereditary",0.1022912
"DB00722","Lisinopril","DB00585","Nizatidine","D007029","hypothalamic neoplasms",0.6917366
"DB00648","Mitotane","DB00428","Streptozocin","D007029","hypothalamic neoplasms",0.1751153
"DB00741","Hydrocortisone","DB00687","Fludrocortisone","D007029","hypothalamic neoplasms",0.13882037
"DB00741","Hydrocortisone","DB00988","Dopamine","D007029","hypothalamic neoplasms",0.10810838
"DB00181","Baclofen","DB00186","Lorazepam","D004409","dyskinesia, drug-induced",0.11258499
"DB00313","Valproic acid","DB00186","Lorazepam","D004409","dyskinesia, drug-induced",0.10150957
"DB00440","Trimethoprim","DB01015","Sulfamethoxazole","D000380","agranulocytosis",0.10961885
"DB00916","Metronidazole","DB01060","Amoxicillin","D012817","signs and symptoms, digestive",0.7875744
"DB06708","Lumefantrine","DB06697","Artemether","D012817","signs and symptoms, digestive",0.7612271
"DB00316","Acetaminophen","DB00956","Hydrocodone","D012817","signs and symptoms, digestive",0.7483129
"DB01294","Bismuth subsalicylate","DB00836","Loperamide","D012817","signs and symptoms, digestive",0.7069481
"DB00448","Lansoprazole","DB01294","Bismuth subsalicylate","D012817","signs and symptoms, digestive",0.70228785
"DB01075","Diphenhydramine","DB00502","Haloperidol","D012817","signs and symptoms, digestive",0.6384275
"DB00916","Metronidazole","DB00994","Neomycin","D012817","signs and symptoms, digestive",0.58755773
"DB09061","Cannabidiol","DB11057","Mineral oil","D012817","signs and symptoms, digestive",0.57056874
"DB01409","Tiotropium","DB09080","Olodaterol","D012817","signs and symptoms, digestive",0.52837604
"DB15171","Tirzepatide","DB00367","Levonorgestrel","D012817","signs and symptoms, digestive",0.51862806
"DB06724","Calcium carbonate","DB06410","Doxercalciferol","D012817","signs and symptoms, digestive",0.506407
"DB06723","Aluminum hydroxide","DB09104","Magnesium hydroxide","D012817","signs and symptoms, digestive",0.50086635
"DB01234","Dexamethasone","DB00415","Ampicillin","D012817","signs and symptoms, digestive",0.49303392
"DB00722","Lisinopril","DB00585","Nizatidine","D012817","signs and symptoms, digestive",0.48334098
"DB01050","Ibuprofen","DB06751","Drotaverine","D012817","signs and symptoms, digestive",0.46222198
"DB00882","Clomifene","DB09123","Dienogest","D012817","signs and symptoms, digestive",0.40873814
"DB01220","Rifaximin","DB00581","Lactulose","D012817","signs and symptoms, digestive",0.3749958
"DB00618","Demeclocycline","DB00595","Oxytetracycline","D012817","signs and symptoms, digestive",0.3729438
"DB01236","Sevoflurane","DB01189","Desflurane","D012817","signs and symptoms, digestive",0.36746517
"DB00927","Famotidine","DB06480","Prucalopride","D012817","signs and symptoms, digestive",0.35263908
"DB00836","Loperamide","DB00795","Sulfasalazine","D012817","signs and symptoms, digestive",0.34271416
"DB01075","Diphenhydramine","DB00433","Prochlorperazine","D012817","signs and symptoms, digestive",0.3420991
"DB01190","Clindamycin","DB00301","Flucloxacillin","D012817","signs and symptoms, digestive",0.32015824
"DB01009","Ketoprofen","DB01233","Metoclopramide","D012817","signs and symptoms, digestive",0.2967248
"DB00316","Acetaminophen","DB00497","Oxycodone","D012817","signs and symptoms, digestive",0.2890679
"DB01110","Miconazole","DB01190","Clindamycin","D012817","signs and symptoms, digestive",0.2721502
"DB00254","Doxycycline","DB00256","Lymecycline","D012817","signs and symptoms, digestive",0.25555044
"DB00213","Pantoprazole","DB09275","Bismuth subcitrate potassium","D012817","signs and symptoms, digestive",0.24291728
"DB00668","Epinephrine","DB00443","Betamethasone","D012817","signs and symptoms, digestive",0.23237398
"DB00297","Bupivacaine","DB00844","Nalbuphine","D012817","signs and symptoms, digestive",0.2222182
"DB00294","Etonogestrel","DB01357","Mestranol","D012817","signs and symptoms, digestive",0.20986988
"DB01220","Rifaximin","DB00254","Doxycycline","D012817","signs and symptoms, digestive",0.18973015
"DB00813","Fentanyl","DB01233","Metoclopramide","D012817","signs and symptoms, digestive",0.18464155
"DB00741","Hydrocortisone","DB00687","Fludrocortisone","D012817","signs and symptoms, digestive",0.18434519
"DB00921","Buprenorphine","DB01183","Naloxone","D012817","signs and symptoms, digestive",0.18094325
"DB00107","Oxytocin","DB01253","Ergometrine","D012817","signs and symptoms, digestive",0.16174082
"DB01221","Ketamine","DB00704","Naltrexone","D012817","signs and symptoms, digestive",0.15218602
"DB06723","Aluminum hydroxide","DB13322","Hydrotalcite","D012817","signs and symptoms, digestive",0.15192436
"DB00759","Tetracycline","DB00207","Azithromycin","D012817","signs and symptoms, digestive",0.15111305
"DB00434","Cyproheptadine","DB00502","Haloperidol","D012817","signs and symptoms, digestive",0.15077727
"DB01233","Metoclopramide","DB00863","Ranitidine","D012817","signs and symptoms, digestive",0.14607887
"DB00673","Aprepitant","DB01220","Rifaximin","D012817","signs and symptoms, digestive",0.14308527
"DB00635","Prednisone","DB06724","Calcium carbonate","D012817","signs and symptoms, digestive",0.13551469
"DB00899","Remifentanil","DB00611","Butorphanol","D012817","signs and symptoms, digestive",0.13489495
"DB00916","Metronidazole","DB01327","Cefazolin","D012817","signs and symptoms, digestive",0.12983088
"DB01234","Dexamethasone","DB01294","Bismuth subsalicylate","D012817","signs and symptoms, digestive",0.1274245
"DB00477","Chlorpromazine","DB00502","Haloperidol","D012817","signs and symptoms, digestive",0.1222911
"DB00331","Metformin","DB01276","Exenatide","D012817","signs and symptoms, digestive",0.120610334
"DB01076","Atorvastatin","DB01167","Itraconazole","D012817","signs and symptoms, digestive",0.11828084
"DB00615","Rifabutin","DB01601","Lopinavir","D012817","signs and symptoms, digestive",0.118101716
"DB00687","Fludrocortisone","DB01200","Bromocriptine","D012817","signs and symptoms, digestive",0.11785347
"DB00595","Oxytetracycline","DB00931","Metacycline","D012817","signs and symptoms, digestive",0.11722652
"DB01276","Exenatide","DB00284","Acarbose","D012817","signs and symptoms, digestive",0.11648002
"DB09034","Suvorexant","DB00898","Ethanol","D012817","signs and symptoms, digestive",0.11551555
"DB00916","Metronidazole","DB01212","Ceftriaxone","D012817","signs and symptoms, digestive",0.11429675
"DB00904","Ondansetron","DB01075","Diphenhydramine","D012817","signs and symptoms, digestive",0.11409103
"DB00297","Bupivacaine","DB01452","Diamorphine","D012817","signs and symptoms, digestive",0.11311624
"DB06285","Teriparatide","DB00884","Risedronic acid","D012817","signs and symptoms, digestive",0.11070796
"DB01233","Metoclopramide","DB00443","Betamethasone","D012817","signs and symptoms, digestive",0.11009818
"DB01259","Lapatinib","DB00390","Digoxin","D012817","signs and symptoms, digestive",0.10659452
"DB00388","Phenylephrine","DB12661","Urapidil","D012817","signs and symptoms, digestive",0.10511043
"DB00196","Fluconazole","DB01294","Bismuth subsalicylate","D012817","signs and symptoms, digestive",0.10479287
"DB00904","Ondansetron","DB00334","Olanzapine","D012817","signs and symptoms, digestive",0.103317216
"DB00072","Trastuzumab","DB06366","Pertuzumab","D035583","rare diseases",0.17377348
"DB02546","Vorinostat","DB00853","Temozolomide","D035583","rare diseases",0.100448474
"DB00531","Cyclophosphamide","DB01008","Busulfan","D018205","neoplasms, adipose tissue",0.24626195
"DB01076","Atorvastatin","DB09302","Alirocumab","D018205","neoplasms, adipose tissue",0.11432045
"DB00860","Prednisolone","DB00877","Sirolimus","D009916","orbital diseases",0.542695
"DB00959","Methylprednisolone","DB00635","Prednisone","D009916","orbital diseases",0.31936327
"DB00959","Methylprednisolone","DB00860","Prednisolone","D009916","orbital diseases",0.12593794
"DB00205","Pyrimethamine","DB01299","Sulfadoxine","D011528","histomoniasis",0.9982407
"DB00210","Adapalene","DB09096","Benzoyl peroxide","D011528","histomoniasis",0.9415041
"DB01131","Proguanil","DB01117","Atovaquone","D011528","histomoniasis",0.86844975
"DB00518","Albendazole","DB01058","Praziquantel","D011528","histomoniasis",0.7037542
"DB00518","Albendazole","DB00711","Diethylcarbamazine","D011528","histomoniasis",0.7004802
"DB00518","Albendazole","DB13670","Oxantel","D011528","histomoniasis",0.54845953
"DB00207","Azithromycin","DB01611","Hydroxychloroquine","D011528","histomoniasis",0.5121159
"DB01222","Budesonide","DB06812","Povidone-iodine","D011528","histomoniasis",0.50755
"DB00972","Azelastine","DB01222","Budesonide","D011528","histomoniasis",0.40650564
"DB00196","Fluconazole","DB01104","Sertraline","D011528","histomoniasis",0.26337025
"DB00316","Acetaminophen","DB00514","Dextromethorphan","D011528","histomoniasis",0.20375255
"DB06602","Reslizumab","DB00711","Diethylcarbamazine","D011528","histomoniasis",0.19357999
"DB00397","Phenylpropanolamine","DB01114","Chlorpheniramine","D011528","histomoniasis",0.13355926
"DB00316","Acetaminophen","DB00956","Hydrocodone","D011528","histomoniasis",0.10370066
"DB00316","Acetaminophen","DB00497","Oxycodone","D011528","histomoniasis",0.100322925
"DB00746","Deferoxamine","DB08826","Deferiprone","D020271","heredodegenerative disorders, nervous system",0.51741016
"DB00650","Leucovorin","DB00205","Pyrimethamine","D020271","heredodegenerative disorders, nervous system",0.23259276
"DB08885","Aflibercept","DB00460","Verteporfin","D020271","heredodegenerative disorders, nervous system",0.17257878
"DB00388","Phenylephrine","DB00455","Loratadine","D016535","bronchial hyperreactivity",0.48118302
"DB01222","Budesonide","DB00983","Formoterol","D016535","bronchial hyperreactivity",0.24920876
"DB00388","Phenylephrine","DB00852","Pseudoephedrine","D016535","bronchial hyperreactivity",0.23049973
"DB01001","Albuterol","DB00332","Ipratropium","D016535","bronchial hyperreactivity",0.15316416
"DB00852","Pseudoephedrine","DB00751","Epinastine","D016535","bronchial hyperreactivity",0.10307961
"DB00196","Fluconazole","DB01263","Posaconazole","D016921","meningitis, fungal",0.87404484
"DB00196","Fluconazole","DB01167","Itraconazole","D016921","meningitis, fungal",0.33513513
"DB00648","Mitotane","DB00428","Streptozocin","D018213","neoplasms, bone tissue",0.5570545
"DB00958","Carboplatin","DB01229","Paclitaxel","D018213","neoplasms, bone tissue",0.30045372
"DB00773","Etoposide","DB00541","Vincristine","D018213","neoplasms, bone tissue",0.1622383
"DB00541","Vincristine","DB00877","Sirolimus","D018213","neoplasms, bone tissue",0.16200794
"DB00773","Etoposide","DB00997","Doxorubicin","D018213","neoplasms, bone tissue",0.14656301
"DB00541","Vincristine","DB00997","Doxorubicin","D018213","neoplasms, bone tissue",0.1451813
"DB00531","Cyclophosphamide","DB00773","Etoposide","D018213","neoplasms, bone tissue",0.13300894
"DB01073","Fludarabine","DB01042","Melphalan","D018213","neoplasms, bone tissue",0.108563095
"DB01101","Capecitabine","DB00853","Temozolomide","D018213","neoplasms, bone tissue",0.10167682
"DB00620","Triamcinolone","DB00281","Lidocaine","D000844","ankylosis",0.32331675
"DB00316","Acetaminophen","DB00788","Naproxen","D000844","ankylosis",0.24121948
"DB00959","Methylprednisolone","DB00281","Lidocaine","D000844","ankylosis",0.20422056
"DB00338","Omeprazole","DB01628","Etoricoxib","D000844","ankylosis",0.101671666
"DB00503","Ritonavir","DB00932","Tipranavir","D006525","hepatitis, viral, human",0.8816115
"DB00331","Metformin","DB01132","Pioglitazone","D006525","hepatitis, viral, human",0.79998124
"DB00879","Emtricitabine","DB06817","Raltegravir","D006525","hepatitis, viral, human",0.6395462
"DB01611","Hydroxychloroquine","DB00608","Chloroquine","D006525","hepatitis, viral, human",0.42895588
"DB00860","Prednisolone","DB00993","Azathioprine","D006525","hepatitis, viral, human",0.42206553
