"condition_id","condition_name","drug1_id","drug1_name","drug2_id","drug2_name","scores"
"D012678","sensation disorders","DB08893","Mirabegron","DB01036","Tolterodine",0.70596415
"D012678","sensation disorders","DB00083","Botulinum toxin type A","DB01093","Dimethyl sulfoxide",0.6228336
"D012678","sensation disorders","DB00653","Magnesium sulfate","DB00297","Bupivacaine",0.59431046
"D006969","hypersensitivity, immediate","DB01222","Budesonide","DB00983","Formoterol",0.95534647
"D006969","hypersensitivity, immediate","DB01409","Tiotropium","DB09080","Olodaterol",0.7765774
"D006969","hypersensitivity, immediate","DB01409","Tiotropium","DB12248","Tulobuterol",0.7071059
"D018297","neoplasms, cystic, mucinous, and serous","DB01101","Capecitabine","DB02546","Vorinostat",0.13032176
"D018297","neoplasms, cystic, mucinous, and serous","DB01248","Docetaxel","DB09037","Pembrolizumab",0.11772488
"D018297","neoplasms, cystic, mucinous, and serous","DB09035","Nivolumab","DB02546","Vorinostat",0.11405434
"D003925","diabetic angiopathies","DB00009","Alteplase","DB00031","Tenecteplase",0.38017076
"D003925","diabetic angiopathies","DB00009","Alteplase","DB00055","Drotrecogin alfa",0.35941622
"D003925","diabetic angiopathies","DB09026","Aliskiren","DB00335","Atenolol",0.18983498
"D010488","polyarteritis nodosa","DB00860","Prednisolone","DB15091","Upadacitinib",0.12499094
"D007235","infant, premature, diseases","DB01221","Ketamine","DB00683","Midazolam",0.45496523
"D007235","infant, premature, diseases","DB01222","Budesonide","DB06761","Beractant",0.35409376
"D007235","infant, premature, diseases","DB01211","Clarithromycin","DB01060","Amoxicillin",0.21821263
"D047808","adrenogenital syndrome","DB00620","Triamcinolone","DB00741","Hydrocortisone",0.12067607
"D000027","abortion, incomplete","DB00302","Tranexamic acid","DB00367","Levonorgestrel",0.19351709
"D000027","abortion, incomplete","DB00929","Misoprostol","DB00834","Mifepristone",0.12697947
"D000027","abortion, incomplete","DB00929","Misoprostol","DB00107","Oxytocin",0.104815304
"D008206","lymphatic diseases","DB00503","Ritonavir","DB01264","Darunavir",0.90847164
"D008206","lymphatic diseases","DB08934","Sofosbuvir","DB09027","Ledipasvir",0.84937817
"D008206","lymphatic diseases","DB08934","Sofosbuvir","DB11613","Velpatasvir",0.76425976
"D012080","renal osteodystrophy","DB06724","Calcium carbonate","DB01436","Alfacalcidol",0.17657799
"D057049","thrombotic microangiopathies","DB01234","Dexamethasone","DB05109","Trabectedin",0.2808951
"D057049","thrombotic microangiopathies","DB00196","Fluconazole","DB01263","Posaconazole",0.23276496
"D018204","neoplasms, connective and soft tissue","DB11945","Avelumab","DB06626","Axitinib",0.83091384
"D018204","neoplasms, connective and soft tissue","DB00541","Vincristine","DB00997","Doxorubicin",0.6714727
"D018204","neoplasms, connective and soft tissue","DB00531","Cyclophosphamide","DB09037","Pembrolizumab",0.6707329
"D015154","disorders, esophageal motility","DB01060","Amoxicillin","DB00736","Esomeprazole",0.16045697
"D014352","trypanosomiasis","DB00205","Pyrimethamine","DB01299","Sulfadoxine",0.18308903
"D016469","fungemia","DB00196","Fluconazole","DB01099","Flucytosine",0.50134265
"D016469","fungemia","DB00681","Amphotericin B","DB01099","Flucytosine",0.10020697
"D002869","autosome abnormalities","DB00928","Azacitidine","DB08901","Ponatinib",0.7340535
"D002869","autosome abnormalities","DB02546","Vorinostat","DB00928","Azacitidine",0.3751512
"D002869","autosome abnormalities","DB00928","Azacitidine","DB12874","Quizartinib",0.120426565
"D001018","aortic diseases","DB00559","Bosentan","DB00770","Alprostadil",0.7395803
"D014257","infection, trichuris trichiura","DB00518","Albendazole","DB00711","Diethylcarbamazine",0.4622275
"D014257","infection, trichuris trichiura","DB00518","Albendazole","DB01058","Praziquantel",0.24006465
"D009375","neoplasms, glandular and epithelial","DB06186","Ipilimumab","DB14851","Relatlimab",0.9133015
"D009375","neoplasms, glandular and epithelial","DB09037","Pembrolizumab","DB00441","Gemcitabine",0.8435144
"D009375","neoplasms, glandular and epithelial","DB00072","Trastuzumab","DB06366","Pertuzumab",0.84219277
"D014515","ureteral diseases","DB01101","Capecitabine","DB00526","Oxaliplatin",0.16614145
"D003389","cranial nerve diseases","DB01234","Dexamethasone","DB00331","Metformin",0.6465075
"D000699","congenital pain insensitivity","DB01234","Dexamethasone","DB00296","Ropivacaine",0.44067007
"D000699","congenital pain insensitivity","DB00297","Bupivacaine","DB00633","Dexmedetomidine",0.30305833
"D000699","congenital pain insensitivity","DB00575","Clonidine","DB01002","Levobupivacaine",0.27668756
"D008575","meniere disease","DB11823","Esketamine","DB00935","Oxymetazoline",0.3432724
"D008575","meniere disease","DB00186","Lorazepam","DB01069","Promethazine",0.22721645
"D008575","meniere disease","DB00388","Phenylephrine","DB00852","Pseudoephedrine",0.11450581
"D003449","cryoglobulinemia","DB00635","Prednisone","DB00993","Azathioprine",0.19393653
"D003449","cryoglobulinemia","DB00811","Ribavirin","DB08934","Sofosbuvir",0.1542035
"D006453","hemoglobinopathies","DB01005","Hydroxyurea","DB00661","Verapamil",0.23636769
"D006453","hemoglobinopathies","DB00959","Methylprednisolone","DB00877","Sirolimus",0.19603638
"D014845","vulvar diseases","DB01101","Capecitabine","DB09078","Lenvatinib",0.27802294
"D014845","vulvar diseases","DB00515","Cisplatin","DB00441","Gemcitabine",0.1884039
"D014845","vulvar diseases","DB09035","Nivolumab","DB12332","Rucaparib",0.18187201
"D005134","eye neoplasms","DB01590","Everolimus","DB00480","Lenalidomide",0.41566014
"D005134","eye neoplasms","DB00563","Methotrexate","DB09052","Blinatumomab",0.41448116
"D005134","eye neoplasms","DB00997","Doxorubicin","DB00380","Dexrazoxane",0.3923771
"D008577","meningeal neoplasms","DB09037","Pembrolizumab","DB06626","Axitinib",0.120778374
"D012185","periaortitis, chronic","DB00860","Prednisolone","DB00635","Prednisone",0.22822651
"D010279","parathyroid diseases","DB09146","Iron sucrose","DB00621","Oxandrolone",0.14768697
"D001796","blood protein disorders","DB00073","Rituximab","DB00112","Bevacizumab",0.37378424
"D001796","blood protein disorders","DB08935","Obinutuzumab","DB00480","Lenalidomide",0.2557786
"D001796","blood protein disorders","DB00188","Bortezomib","DB00864","Tacrolimus",0.19775246
"D005499","folliculitis","DB00982","Isotretinoin","DB00857","Terbinafine",0.70564324
"D009468","oppenheim's disease","DB00633","Dexmedetomidine","DB00818","Propofol",0.7432881
"D009468","oppenheim's disease","DB00813","Fentanyl","DB00297","Bupivacaine",0.74044144
"D009468","oppenheim's disease","DB01327","Cefazolin","DB00567","Cephalexin",0.73903525
"D059265","visceral pain","DB01234","Dexamethasone","DB01233","Metoclopramide",0.12180244
"D003147","communicative disorders","DB01606","Tazobactam","DB00319","Piperacillin",0.14977303
"D003147","communicative disorders","DB00438","Ceftazidime","DB09060","Avibactam",0.13784137
"D057165","proteostasis deficiencies","DB01017","Minocycline","DB00254","Doxycycline",0.19927914
"D057165","proteostasis deficiencies","DB00201","Caffeine","DB00514","Dextromethorphan",0.102695085
"D057165","proteostasis deficiencies","DB01234","Dexamethasone","DB00331","Metformin",0.10090684
"D009069","movement disorders","DB01018","Guanfacine","DB06701","Dexmethylphenidate",0.8130921
"D009069","movement disorders","DB01221","Ketamine","DB00683","Midazolam",0.6796507
"D009069","movement disorders","DB01221","Ketamine","DB14509","Lithium carbonate",0.5865226
"D006725","bunostomiasis","DB00518","Albendazole","DB00711","Diethylcarbamazine",0.3005902
"D006725","bunostomiasis","DB00518","Albendazole","DB01058","Praziquantel",0.18103871
"D000724","ancylostomiasis","DB00518","Albendazole","DB00711","Diethylcarbamazine",0.41305876
"D020765","brain diseases, arterial","DB01076","Atorvastatin","DB01394","Colchicine",0.27322006
"D020765","brain diseases, arterial","DB00482","Celecoxib","DB00198","Oseltamivir",0.23798107
"D020765","brain diseases, arterial","DB00682","Warfarin","DB08813","Nadroparin",0.16099198
"D003221","confusion","DB01233","Metoclopramide","DB01075","Diphenhydramine",0.7199813
"D003221","confusion","DB00404","Alprazolam","DB00898","Ethanol",0.68553334
"D003221","confusion","DB01234","Dexamethasone","DB01233","Metoclopramide",0.26320994
"D007960","leukocyte disorders","DB00531","Cyclophosphamide","DB04572","Thiotepa",0.3559291
"D007960","leukocyte disorders","DB00495","Zidovudine","DB01610","Valganciclovir",0.29612476
"D007960","leukocyte disorders","DB00773","Etoposide","DB01181","Ifosfamide",0.19597885
"D055397","ventilator-induced lung injury","DB01222","Budesonide","DB06761","Beractant",0.24049379
"D004368","periostitis, alveolar","DB00878","Chlorhexidine","DB06812","Povidone-iodine",0.3082368
"D058565","cerebral ventriculitis","DB00415","Ampicillin","DB09324","Sulbactam",0.20540236
"D005832","genital diseases, male","DB00675","Tamoxifen","DB01217","Anastrozole",0.77273136
"D005832","genital diseases, male","DB00515","Cisplatin","DB01248","Docetaxel",0.75381273
"D005832","genital diseases, male","DB00331","Metformin","DB00882","Clomifene",0.7489482
"D010532","peritoneal diseases","DB00537","Ciprofloxacin","DB00254","Doxycycline",0.708281
"D010532","peritoneal diseases","DB00544","Fluorouracil","DB00305","Mitomycin",0.6920599
"D010532","peritoneal diseases","DB01101","Capecitabine","DB00526","Oxaliplatin",0.6810499
"D007766","lacrimal apparatus diseases","DB00860","Prednisolone","DB01165","Ofloxacin",0.19285578
"D020734","parkinsonian disorders","DB00722","Lisinopril","DB00585","Nizatidine",0.7890016
"D020734","parkinsonian disorders","DB00388","Phenylephrine","DB12661","Urapidil",0.12664372
"D020734","parkinsonian disorders","DB00899","Remifentanil","DB01236","Sevoflurane",0.112942435
"D012021","reflex, abnormal","DB00190","Carbidopa","DB01235","Levodopa",0.17550446
"D012021","reflex, abnormal","DB01018","Guanfacine","DB06701","Dexmethylphenidate",0.13168886
"D012021","reflex, abnormal","DB00422","Methylphenidate","DB00289","Atomoxetine",0.1304783
"D011469","prostatic diseases","DB00203","Sildenafil","DB00193","Tramadol",0.7056797
"D011469","prostatic diseases","DB00381","Amlodipine","DB00882","Clomifene",0.63294953
"D011469","prostatic diseases","DB11760","Talazoparib","DB06626","Axitinib",0.6119896
"D018302","neoplasms, neuroepithelial","DB00563","Methotrexate","DB00570","Vinblastine",0.8649446
"D018302","neoplasms, neuroepithelial","DB00997","Doxorubicin","DB00380","Dexrazoxane",0.85158527
"D018302","neoplasms, neuroepithelial","DB00515","Cisplatin","DB00773","Etoposide",0.80462897
"D004935","esophageal diseases","DB00072","Trastuzumab","DB06366","Pertuzumab",0.8211083
"D004935","esophageal diseases","DB11714","Durvalumab","DB09074","Olaparib",0.6393442
"D004935","esophageal diseases","DB00736","Esomeprazole","DB01167","Itraconazole",0.5872411
"D004342","drug allergy","DB11823","Esketamine","DB00935","Oxymetazoline",0.5232278
"D004342","drug allergy","DB00338","Omeprazole","DB00083","Botulinum toxin type A",0.3452596
"D004342","drug allergy","DB00415","Ampicillin","DB09324","Sulbactam",0.17410721
"D002581","uterine cervical incompetence","DB11823","Esketamine","DB00935","Oxymetazoline",0.1073001
"D010272","parasitic diseases","DB00205","Pyrimethamine","DB01299","Sulfadoxine",0.99372816
"D010272","parasitic diseases","DB01131","Proguanil","DB01117","Atovaquone",0.77346766
"D010272","parasitic diseases","DB00210","Adapalene","DB09096","Benzoyl peroxide",0.6336141
"D012734","hermaphroditism","DB00624","Testosterone","DB01216","Finasteride",0.8727001
"D012734","hermaphroditism","DB00624","Testosterone","DB01126","Dutasteride",0.84280694
"D012734","hermaphroditism","DB00624","Testosterone","DB00014","Goserelin",0.3414675
"D020257","ventricular remodeling","DB00381","Amlodipine","DB00966","Telmisartan",0.1359225
"D020257","ventricular remodeling","DB00254","Doxycycline","DB01029","Irbesartan",0.105724975
"D012130","respiratory hypersensitivity","DB01222","Budesonide","DB00983","Formoterol",0.90993977
"D012130","respiratory hypersensitivity","DB00927","Famotidine","DB00455","Loratadine",0.82782215
"D012130","respiratory hypersensitivity","DB00668","Epinephrine","DB00043","Omalizumab",0.66745573
"D019189","iron metabolism disorders","DB09038","Empagliflozin","DB01294","Bismuth subsalicylate",0.19668679
"D001265","athletic injuries","DB00381","Amlodipine","DB04861","Nebivolol",0.20376407
"D001982","bronchial diseases","DB01222","Budesonide","DB00983","Formoterol",0.9098623
"D001982","bronchial diseases","DB13867","Fluticasone","DB00938","Salmeterol",0.75687474
"D001982","bronchial diseases","DB01222","Budesonide","DB00471","Montelukast",0.6958876
"D051270","primary thunderclap headache","DB01075","Diphenhydramine","DB00450","Droperidol",0.800961
"D051270","primary thunderclap headache","DB00904","Ondansetron","DB00708","Sufentanil",0.5643209
"D051270","primary thunderclap headache","DB00281","Lidocaine","DB01018","Guanfacine",0.5475786
"D005494","folic acid deficiency","DB00648","Mitotane","DB00428","Streptozocin",0.12191921
"D004405","shigella infections","DB00440","Trimethoprim","DB01015","Sulfamethoxazole",0.15644576
"D010497","pericoronitis","DB06708","Lumefantrine","DB06697","Artemether",0.25721213
"D010497","pericoronitis","DB06723","Aluminum hydroxide","DB13322","Hydrotalcite",0.21289477
"D010497","pericoronitis","DB09146","Iron sucrose","DB06723","Aluminum hydroxide",0.1580108
"D000562","amebiasis","DB00205","Pyrimethamine","DB01299","Sulfadoxine",0.25144172
"D000562","amebiasis","DB05630","Sodium stibogluconate","DB01421","Paromomycin",0.22456765
"D007027","froehlich's syndrome","DB00741","Hydrocortisone","DB00687","Fludrocortisone",0.48971692
"D017444","skin diseases, papulosquamous","DB00563","Methotrexate","DB11776","Brodalumab",0.38482675
"D017444","skin diseases, papulosquamous","DB00857","Terbinafine","DB01167","Itraconazole",0.33553836
"D017444","skin diseases, papulosquamous","DB00051","Adalimumab","DB11569","Ixekizumab",0.24387616
"D014526","urethritis","DB00759","Tetracycline","DB00207","Azithromycin",0.66500264
"D014526","urethritis","DB00207","Azithromycin","DB01212","Ceftriaxone",0.2522581
"D014526","urethritis","DB00207","Azithromycin","DB01155","Gemifloxacin",0.17586271
"D009668","nose diseases","DB00588","Fluticasone propionate","DB00860","Prednisolone",0.6548448
"D009668","nose diseases","DB00316","Acetaminophen","DB00193","Tramadol",0.63215923
"D009668","nose diseases","DB00813","Fentanyl","DB00295","Morphine",0.42507786
"D004893","erythema nodosum","DB00563","Methotrexate","DB00635","Prednisone",0.7211348
"D058739","aberrant crypt foci","DB00482","Celecoxib","DB06243","Eflornithine",0.18041457
"D001017","coarctation, aortic","DB09026","Aliskiren","DB00335","Atenolol",0.2303013
"D016920","meningitis, bacterial","DB01606","Tazobactam","DB00319","Piperacillin",0.45282635
"D020293","granulomatous angiitis","DB00635","Prednisone","DB00688","Mycophenolate mofetil",0.32701105
"D020293","granulomatous angiitis","DB00959","Methylprednisolone","DB00635","Prednisone",0.20131172
"D000126","achlorhydria","DB00338","Omeprazole","DB00736","Esomeprazole",0.14547014
"D000126","achlorhydria","DB00338","Omeprazole","DB01167","Itraconazole",0.11688361
"D004266","dna virus infections","DB00762","Irinotecan","DB00853","Temozolomide",0.6335895
"D004266","dna virus infections","DB06674","Golimumab","DB00065","Infliximab",0.633428
"D004266","dna virus infections","DB00188","Bortezomib","DB00928","Azacitidine",0.51966757
"D014412","fibroma, shope","DB11581","Venetoclax","DB09053","Ibrutinib",0.7053076
"D014412","fibroma, shope","DB00188","Bortezomib","DB00928","Azacitidine",0.6330586
"D014412","fibroma, shope","DB00480","Lenalidomide","DB00928","Azacitidine",0.45845544
"D002357","cartilage diseases","DB00482","Celecoxib","DB00795","Sulfasalazine",0.13128923
"D000014","abnormalities, drug-induced","DB00635","Prednisone","DB00396","Progesterone",0.16589786
"D010468","perceptual disorders","DB00297","Bupivacaine","DB00296","Ropivacaine",0.6538969
"D010468","perceptual disorders","DB00296","Ropivacaine","DB00633","Dexmedetomidine",0.6189453
"D010468","perceptual disorders","DB00813","Fentanyl","DB00296","Ropivacaine",0.57461077
"D011832","injury, radiation","DB01221","Ketamine","DB00633","Dexmedetomidine",0.1568114
"D011832","injury, radiation","DB04572","Thiotepa","DB01073","Fludarabine",0.12504037
"D020196","axonotmesis","DB00316","Acetaminophen","DB00465","Ketorolac",0.59517
"D020196","axonotmesis","DB00818","Propofol","DB00899","Remifentanil",0.5165121
"D020196","axonotmesis","DB00683","Midazolam","DB00818","Propofol",0.33595014
"D006956","hyperopia","DB00860","Prednisolone","DB01137","Levofloxacin",0.19461538
"D012909","snake bites","DB00254","Doxycycline","DB01029","Irbesartan",0.27722007
"D012909","snake bites","DB00264","Metoprolol","DB00343","Diltiazem",0.11985241
"D012909","snake bites","DB01118","Amiodarone","DB00264","Metoprolol",0.105256625
"D012872","skin diseases, vesiculobullous","DB00563","Methotrexate","DB00635","Prednisone",0.58208376
"D012872","skin diseases, vesiculobullous","DB00860","Prednisolone","DB00993","Azathioprine",0.5492226
"D012872","skin diseases, vesiculobullous","DB00860","Prednisolone","DB00635","Prednisone",0.31905985
"D007759","labyrinth diseases","DB00635","Prednisone","DB00741","Hydrocortisone",0.3007216
"D007759","labyrinth diseases","DB01005","Hydroxyurea","DB00819","Acetazolamide",0.20195897
"D007759","labyrinth diseases","DB00959","Methylprednisolone","DB01234","Dexamethasone",0.18933216
"D015785","eye diseases, hereditary","DB00860","Prednisolone","DB00877","Sirolimus",0.61699176
"D015785","eye diseases, hereditary","DB00563","Methotrexate","DB00860","Prednisolone",0.29424924
"D015785","eye diseases, hereditary","DB06151","Acetylcysteine","DB01273","Varenicline",0.2149978
"D000015","abnormalities, multiple","DB00437","Allopurinol","DB11560","Lesinurad",0.78034973
"D000015","abnormalities, multiple","DB01394","Colchicine","DB00437","Allopurinol",0.54362273
"D000015","abnormalities, multiple","DB01039","Fenofibrate","DB00641","Simvastatin",0.3454233
"D044343","overnutrition","DB09026","Aliskiren","DB00999","Hydrochlorothiazide",0.8473011
"D044343","overnutrition","DB00381","Amlodipine","DB09026","Aliskiren",0.7974657
"D044343","overnutrition","DB00612","Bisoprolol","DB00264","Metoprolol",0.79322416
"D014564","urogenital abnormalities","DB00624","Testosterone","DB01216","Finasteride",0.8513041
"D014564","urogenital abnormalities","DB00635","Prednisone","DB00741","Hydrocortisone",0.7181726
"D014564","urogenital abnormalities","DB00396","Progesterone","DB00783","Estradiol",0.37429586
"D007897","leishmaniasis, mucocutaneous","DB03619","Deoxycholic acid","DB00681","Amphotericin B",0.44260404
"D007897","leishmaniasis, mucocutaneous","DB01141","Micafungin","DB12471","Ibrexafungerp",0.4099871
"D063646","carcinogenesis","DB01073","Fludarabine","DB01042","Melphalan",0.5977738
"D063646","carcinogenesis","DB02546","Vorinostat","DB00982","Isotretinoin",0.3024186
"D063646","carcinogenesis","DB00877","Sirolimus","DB00864","Tacrolimus",0.24332184
"D020278","demyelinating autoimmune diseases, cns","DB00763","Methimazole","DB00550","Propylthiouracil",0.91217345
"D020278","demyelinating autoimmune diseases, cns","DB08880","Teriflunomide","DB00111","Daclizumab",0.20180134
"D020278","demyelinating autoimmune diseases, cns","DB00959","Methylprednisolone","DB00108","Natalizumab",0.15961565
"D001848","bone diseases, developmental","DB00741","Hydrocortisone","DB00687","Fludrocortisone",0.15351449
"D008172","lung diseases, fungal","DB00520","Caspofungin","DB00582","Voriconazole",0.26368293
"D008172","lung diseases, fungal","DB00196","Fluconazole","DB00681","Amphotericin B",0.1902423
"D014201","fasciolopsiasis","DB06708","Lumefantrine","DB06697","Artemether",0.67610866
"D006332","cardiomegaly","DB09026","Aliskiren","DB00177","Valsartan",0.42188722
"D006332","cardiomegaly","DB00820","Tadalafil","DB08932","Macitentan",0.3009593
"D006332","cardiomegaly","DB09026","Aliskiren","DB00999","Hydrochlorothiazide",0.23712726
"D009386","neoplastic syndromes, hereditary","DB00997","Doxorubicin","DB00380","Dexrazoxane",0.64780337
"D009386","neoplastic syndromes, hereditary","DB00650","Leucovorin","DB00563","Methotrexate",0.56388015
"D009386","neoplastic syndromes, hereditary","DB01076","Atorvastatin","DB00641","Simvastatin",0.2717447
"D007029","hypothalamic neoplasms","DB00722","Lisinopril","DB00585","Nizatidine",0.6917366
"D007029","hypothalamic neoplasms","DB00648","Mitotane","DB00428","Streptozocin",0.1751153
"D007029","hypothalamic neoplasms","DB00741","Hydrocortisone","DB00687","Fludrocortisone",0.13882037
"D004409","dyskinesia, drug-induced","DB00181","Baclofen","DB00186","Lorazepam",0.11258499
"D004409","dyskinesia, drug-induced","DB00313","Valproic acid","DB00186","Lorazepam",0.10150957
"D000380","agranulocytosis","DB00440","Trimethoprim","DB01015","Sulfamethoxazole",0.10961885
"D012817","signs and symptoms, digestive","DB00916","Metronidazole","DB01060","Amoxicillin",0.7875744
"D012817","signs and symptoms, digestive","DB06708","Lumefantrine","DB06697","Artemether",0.7612271
"D012817","signs and symptoms, digestive","DB00316","Acetaminophen","DB00956","Hydrocodone",0.7483129
"D035583","rare diseases","DB00072","Trastuzumab","DB06366","Pertuzumab",0.17377348
"D035583","rare diseases","DB02546","Vorinostat","DB00853","Temozolomide",0.100448474
"D018205","neoplasms, adipose tissue","DB00531","Cyclophosphamide","DB01008","Busulfan",0.24626195
"D018205","neoplasms, adipose tissue","DB01076","Atorvastatin","DB09302","Alirocumab",0.11432045
"D009916","orbital diseases","DB00860","Prednisolone","DB00877","Sirolimus",0.542695
"D009916","orbital diseases","DB00959","Methylprednisolone","DB00635","Prednisone",0.31936327
"D009916","orbital diseases","DB00959","Methylprednisolone","DB00860","Prednisolone",0.12593794
"D011528","histomoniasis","DB00205","Pyrimethamine","DB01299","Sulfadoxine",0.9982407
"D011528","histomoniasis","DB00210","Adapalene","DB09096","Benzoyl peroxide",0.9415041
"D011528","histomoniasis","DB01131","Proguanil","DB01117","Atovaquone",0.86844975
"D020271","heredodegenerative disorders, nervous system","DB00746","Deferoxamine","DB08826","Deferiprone",0.51741016
"D020271","heredodegenerative disorders, nervous system","DB00650","Leucovorin","DB00205","Pyrimethamine",0.23259276
"D020271","heredodegenerative disorders, nervous system","DB08885","Aflibercept","DB00460","Verteporfin",0.17257878
"D016535","bronchial hyperreactivity","DB00388","Phenylephrine","DB00455","Loratadine",0.48118302
"D016535","bronchial hyperreactivity","DB01222","Budesonide","DB00983","Formoterol",0.24920876
"D016535","bronchial hyperreactivity","DB00388","Phenylephrine","DB00852","Pseudoephedrine",0.23049973
"D016921","meningitis, fungal","DB00196","Fluconazole","DB01263","Posaconazole",0.87404484
"D016921","meningitis, fungal","DB00196","Fluconazole","DB01167","Itraconazole",0.33513513
"D018213","neoplasms, bone tissue","DB00648","Mitotane","DB00428","Streptozocin",0.5570545
"D018213","neoplasms, bone tissue","DB00958","Carboplatin","DB01229","Paclitaxel",0.30045372
"D018213","neoplasms, bone tissue","DB00773","Etoposide","DB00541","Vincristine",0.1622383
"D000844","ankylosis","DB00620","Triamcinolone","DB00281","Lidocaine",0.32331675
"D000844","ankylosis","DB00316","Acetaminophen","DB00788","Naproxen",0.24121948
"D000844","ankylosis","DB00959","Methylprednisolone","DB00281","Lidocaine",0.20422056
"D006525","hepatitis, viral, human","DB00503","Ritonavir","DB00932","Tipranavir",0.8816115
"D006525","hepatitis, viral, human","DB00331","Metformin","DB01132","Pioglitazone",0.79998124
"D006525","hepatitis, viral, human","DB00879","Emtricitabine","DB06817","Raltegravir",0.6395462
"D001480","basal ganglia diseases","DB00722","Lisinopril","DB00585","Nizatidine",0.6157082
"D001480","basal ganglia diseases","DB00422","Methylphenidate","DB00490","Buspirone",0.52013516
"D001480","basal ganglia diseases","DB00422","Methylphenidate","DB00234","Reboxetine",0.48897126
"D011686","purine-pyrimidine metabolism, inborn errors","DB00563","Methotrexate","DB00051","Adalimumab",0.16915175
"D011686","purine-pyrimidine metabolism, inborn errors","DB01394","Colchicine","DB00806","Pentoxifylline",0.14692149
"D011686","purine-pyrimidine metabolism, inborn errors","DB00563","Methotrexate","DB06674","Golimumab",0.122298576
"D012466","salivary gland diseases","DB00958","Carboplatin","DB01248","Docetaxel",0.69142073
"D012466","salivary gland diseases","DB00860","Prednisolone","DB00688","Mycophenolate mofetil",0.4115893
"D012466","salivary gland diseases","DB00860","Prednisolone","DB01611","Hydroxychloroquine",0.38747725
"D003875","drug eruptions","DB00563","Methotrexate","DB00635","Prednisone",0.17985055
"D016171","torsades de pointes","DB00218","Moxifloxacin","DB00343","Diltiazem",0.14311635
"D017512","lichenoid eruptions","DB00860","Prednisolone","DB01024","Mycophenolic acid",0.24048358
"D017512","lichenoid eruptions","DB00959","Methylprednisolone","DB00635","Prednisone",0.17606592
"D017512","lichenoid eruptions","DB00860","Prednisolone","DB00635","Prednisone",0.12569207
"D003333","coronaviridae infections","DB01222","Budesonide","DB09113","Poractant alfa",0.5414747
"D003333","coronaviridae infections","DB00635","Prednisone","DB06724","Calcium carbonate",0.4433906
"D003333","coronaviridae infections","DB00927","Famotidine","DB06480","Prucalopride",0.29195347
"D002494","central nervous system infection","DB00196","Fluconazole","DB01263","Posaconazole",0.54398066
"D002494","central nervous system infection","DB00512","Vancomycin","DB00479","Amikacin",0.5189291
"D002494","central nervous system infection","DB01327","Cefazolin","DB00567","Cephalexin",0.485289
"D007905","lens diseases","DB00813","Fentanyl","DB00807","Proparacaine",0.21397355
"D011605","psychoses, drug","DB00181","Baclofen","DB00186","Lorazepam",0.10371274
"D009127","muscle rigidity","DB00334","Olanzapine","DB00246","Ziprasidone",0.24020186
"D007863","lecithin cholesterol acyltransferase deficiency","DB00650","Leucovorin","DB00205","Pyrimethamine",0.33019575
"D058490","male pseudohermaphroditism","DB00624","Testosterone","DB01216","Finasteride",0.6358005
"D058490","male pseudohermaphroditism","DB00603","Medroxyprogesterone acetate","DB01357","Mestranol",0.13868558
"D016464","lysosomal storage diseases","DB00381","Amlodipine","DB01609","Deferasirox",0.60590065
"D006942","hypergammaglobulinemia","DB00188","Bortezomib","DB05015","Belinostat",0.18644926
"D000081029","arterial hypertension, pulmonary","DB00203","Sildenafil","DB01275","Hydralazine",0.26788604
"D000077195","oropharyngeal squamous cell carcinoma","DB00072","Trastuzumab","DB06366","Pertuzumab",0.5763163
"D000077195","oropharyngeal squamous cell carcinoma","DB09037","Pembrolizumab","DB00002","Cetuximab",0.3567205
"D000077195","oropharyngeal squamous cell carcinoma","DB01229","Paclitaxel","DB05578","Ramucirumab",0.31845143
"D006505","hepatitis","DB00709","Lamivudine","DB00649","Stavudine",0.36153978
"D002578","dysplasia, cervical","DB00544","Fluorouracil","DB01005","Hydroxyurea",0.22713806
"D002578","dysplasia, cervical","DB00958","Carboplatin","DB01229","Paclitaxel",0.11362907
"D002578","dysplasia, cervical","DB00295","Morphine","DB00454","Meperidine",0.10079613
"D000077216","carcinoma, ovarian epithelial","DB01229","Paclitaxel","DB04868","Nilotinib",0.33466372
"D000077216","carcinoma, ovarian epithelial","DB01248","Docetaxel","DB00441","Gemcitabine",0.32552153
"D000077216","carcinoma, ovarian epithelial","DB01229","Paclitaxel","DB00002","Cetuximab",0.22781125
"D000077277","esophageal squamous cell carcinoma","DB00188","Bortezomib","DB00762","Irinotecan",0.14751606
"D000075222","essential hypertension","DB00598","Labetalol","DB00695","Furosemide",0.122192726
"D000075222","essential hypertension","DB00559","Bosentan","DB00770","Alprostadil",0.11528027
"D000070636","rotator cuff tendinitis","DB00107","Oxytocin","DB00388","Phenylephrine",0.30809495
"D000073818","pain, procedural","DB00281","Lidocaine","DB00297","Bupivacaine",0.123320125
"D009303","nasopharyngeal neoplasms","DB00295","Morphine","DB00454","Meperidine",0.11483664
"D000086382","covid-19 virus disease","DB00927","Famotidine","DB06480","Prucalopride",0.5522927
"D000086382","covid-19 virus disease","DB01109","Heparin","DB00682","Warfarin",0.49254543
"D000086382","covid-19 virus disease","DB00196","Fluconazole","DB01263","Posaconazole",0.46374485
"D004067","digestive system neoplasms","DB08901","Ponatinib","DB08911","Trametinib",0.8153836
"D004067","digestive system neoplasms","DB01611","Hydroxychloroquine","DB01167","Itraconazole",0.77499086
